country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Albania,ALB,"Wednesday, November 10, 2021",1971973,1040015,913524,8614,6481,68.64,,39.83,24.9,9309,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Thursday, November 11, 2021",1980231,1042227,916432,8258,6800,68.93,,40.12,25.65,9355,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Wednesday, November 17, 2021",2025561,1053553,933630,8607,7655,70.5,,40.38,26.46,9437,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Thursday, November 18, 2021",2033766,1055690,936539,8205,7648,70.79,,40.95,26.51,9359,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Thursday, November 25, 2021",2081782,1067769,953489,7112,6859,72.46,,41.22,27.3,9367,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Wednesday, December 1, 2021",2111797,1075332,965964,10758,5304,73.51,,41.48,28.07,9367,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Monday, December 6, 2021",2151065,1087187,978333,9202,7442,74.87,,41.84,28.74,9358,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Tuesday, December 7, 2021",2161198,1090591,981170,10133,8594,75.23,,42.25,29.37,9373,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Wednesday, December 8, 2021",2166207,1092316,982658,5009,7773,75.4,,42.66,29.98,9363,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Monday, December 13, 2021",2206089,1105501,995500,9944,7861,76.79,,43.09,30.58,9323,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Tuesday, December 14, 2021",2216402,1108572,998326,10313,7886,77.15,,43.64,30.62,9268,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Wednesday, December 15, 2021",2226267,1111494,1001189,9865,8580,77.49,,43.67,30.62,7879,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Wednesday, January 5, 2022",2367574,1160648,1053236,11284,6471,82.41,,44.03,31.33,7920,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Tuesday, January 11, 2022",2419734,1183130,1067328,9006,9063,84.23,,44.4,32.03,7979,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Monday, February 7, 2022",2639523,1256409,1169470,5146,10183,91.88,,44.76,32.69,7964,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Monday, February 14, 2022",2665804,1262067,1181246,3966,3754,92.79,,45.11,33.37,7988,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Tuesday, February 15, 2022",2669695,1262935,1182883,3891,3779,92.93,,45.46,34.08,8010,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Wednesday, February 16, 2022",2673183,1263745,1184292,3488,3746,93.05,,45.59,34.63,8132,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Albania,ALB,"Tuesday, March 15, 2022",2737859,1275907,1209791,2541,1777,95.3,,45.92,35.35,9524,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Algeria,DZA,"Monday, November 22, 2021",12032500,6703364,5314016,23526,71092,26.97,,46.29,35.97,9405,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Algeria,DZA,"Tuesday, November 30, 2021",12293060,6875003,5391232,147230,35110,27.55,,46.66,36.53,9222,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Andorra,AND,"Monday, April 5, 2021",15269,9781,4484,2829,573,19.74,,47.09,36.94,8997,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Antigua and Barbuda,ATG,"Wednesday, May 26, 2021",44230,32876,11354,2221,1036,44.8,,47.48,37.39,8734,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Antigua and Barbuda,ATG,"Thursday, May 27, 2021",45939,33024,12915,1709,1098,46.53,,47.93,37.77,8450,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Antigua and Barbuda,ATG,"Monday, June 7, 2021",57264,34368,22896,1686,991,58,,48.1,38.26,8424,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Antigua and Barbuda,ATG,"Friday, July 9, 2021",65337,36908,28429,260,115,66.18,,48.55,38.74,8262,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Antigua and Barbuda,ATG,"Wednesday, July 21, 2021",66522,37498,29024,114,116,67.38,,49,39.13,8062,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Antigua and Barbuda,ATG,"Thursday, July 22, 2021",67847,37555,30292,1325,299,68.72,,49.38,39.59,7914,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Antigua and Barbuda,ATG,"Thursday, July 29, 2021",68850,38146,30704,135,143,69.74,,49.78,40.03,7920,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Antigua and Barbuda,ATG,"Tuesday, August 31, 2021",75069,41061,34008,432,310,76.04,,50.18,40.52,7978,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Antigua and Barbuda,ATG,"Tuesday, March 1, 2022",125031,63704,61327,305,65,126.64,,50.57,41.04,8085,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Wednesday, December 30, 2020",40589,40579,10,20102,20102,0.09,,50.59,41.06,7205,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Thursday, December 31, 2020",43394,43384,10,2805,11454,0.1,,50.81,41.77,7209,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Friday, January 1, 2021",43521,43511,10,127,7678,0.1,,51.13,42.31,7229,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Saturday, January 2, 2021",46833,46821,12,3312,6586,0.1,,51.42,42.8,7154,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Sunday, January 3, 2021",47275,47261,13,442,5358,0.1,,51.73,43.26,7023,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Monday, January 4, 2021",57735,57715,17,10460,6208,0.13,,52.05,43.72,6877,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Tuesday, January 5, 2021",68458,68435,20,10723,6853,0.15,,52.36,44.23,6738,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Wednesday, January 6, 2021",78567,78544,20,10109,5425,0.17,,52.37,44.27,6746,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Thursday, January 7, 2021",96788,96763,22,18221,7628,0.21,,52.71,44.79,6645,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Friday, January 8, 2021",124669,124638,28,27881,11593,0.27,,53.01,45.22,6492,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Saturday, January 9, 2021",134878,134846,29,10209,12578,0.3,,53.28,45.65,6400,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Sunday, January 10, 2021",136053,136019,29,1175,12683,0.3,,53.53,46.17,6410,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Monday, January 11, 2021",155877,155838,33,19824,14020,0.34,,53.79,46.58,6274,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Tuesday, January 12, 2021",175263,175208,42,19386,15258,0.38,,53.98,47.07,6101,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Wednesday, January 13, 2021",192029,191973,43,16766,16209,0.42,,53.99,47.08,6053,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Thursday, January 14, 2021",208675,208618,43,16646,15984,0.46,,54.16,47.66,5921,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Friday, January 15, 2021",226110,226047,49,17435,14492,0.5,,54.34,48.15,5842,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Saturday, January 16, 2021",231993,231929,50,5883,13874,0.51,,54.54,48.55,5684,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Sunday, January 17, 2021",233054,232986,53,1061,13857,0.51,,54.69,48.94,5395,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Monday, January 18, 2021",242885,242806,57,9831,12430,0.53,,54.87,49.35,5272,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Tuesday, January 19, 2021",256132,250622,5487,13247,11553,0.56,,55.02,49.81,5176,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Wednesday, January 20, 2021",275552,256530,18999,19420,11932,0.6,,55.02,49.83,5181,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Thursday, January 21, 2021",289666,261327,28316,14114,11570,0.64,,55.22,50.13,4831,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Friday, January 22, 2021",298880,266346,32510,9214,10396,0.66,,55.36,50.45,4549,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Saturday, January 23, 2021",302824,267458,35341,3944,10119,0.66,,55.5,50.74,4329,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Sunday, January 24, 2021",303127,267549,35553,303,10010,0.66,,55.61,51.04,4149,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Monday, January 25, 2021",317336,274671,42640,14209,10636,0.7,,55.74,51.35,3933,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Tuesday, January 26, 2021",330141,279989,50127,12805,10573,0.72,,55.84,51.69,3716,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Wednesday, January 27, 2021",340245,284079,56141,10104,9242,0.75,,55.85,51.7,3705,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Thursday, January 28, 2021",356295,285523,70746,16050,9518,0.78,,55.92,51.99,3520,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Friday, January 29, 2021",379788,286984,92778,23493,11558,0.83,,55.99,52.23,3311,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Saturday, January 30, 2021",389100,287186,101888,9312,12325,0.85,,56.07,52.47,3160,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Sunday, January 31, 2021",389724,287195,102503,624,12371,0.85,,56.15,52.7,2999,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Monday, February 1, 2021",409245,289468,119750,19521,13130,0.9,,56.23,52.92,2809,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Tuesday, February 2, 2021",433116,295110,137978,23871,14711,0.95,,56.3,53.08,2510,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Wednesday, February 3, 2021",459724,305517,154179,26608,17068,1.01,,56.3,53.08,2495,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Thursday, February 4, 2021",487837,315831,171978,28113,18792,1.07,,56.42,53.27,2404,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Friday, February 5, 2021",520859,329715,191119,33022,20153,1.14,,56.52,53.46,2374,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Saturday, February 6, 2021",531783,332790,198968,10924,20383,1.17,,56.63,53.65,2347,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Sunday, February 7, 2021",533166,333361,199780,1383,20492,1.17,,56.73,53.8,2272,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Monday, February 8, 2021",556582,349825,206732,23416,21048,1.22,,56.84,53.97,2246,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Tuesday, February 9, 2021",576778,364091,212662,20196,20523,1.26,,56.93,54.13,2279,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Wednesday, February 10, 2021",592397,375098,217274,15619,18953,1.3,,56.94,54.14,2281,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Thursday, February 11, 2021",610246,379765,230456,17849,17487,1.34,,57.06,54.34,2309,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Friday, February 12, 2021",626074,384023,242026,15828,15031,1.37,,57.2,54.5,2311,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Saturday, February 13, 2021",629111,384387,244699,3037,13904,1.38,,57.38,54.65,2360,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Sunday, February 14, 2021",629263,384411,244827,152,13728,1.38,,57.57,54.79,2440,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Monday, February 15, 2021",630578,385491,245062,1315,10571,1.38,,57.77,54.94,2525,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Tuesday, February 16, 2021",631889,386528,245336,1311,7873,1.39,,57.95,55.08,2598,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Wednesday, February 17, 2021",656276,406169,250082,24387,9126,1.44,,57.95,55.08,2604,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Thursday, February 18, 2021",720083,458426,261632,63807,15691,1.58,,58.17,55.21,2627,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Friday, February 19, 2021",787950,518750,269174,67867,23125,1.73,,58.4,55.33,2662,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Saturday, February 20, 2021",820564,549822,270716,32614,27350,1.8,,58.62,55.43,2638,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Sunday, February 21, 2021",840738,569960,270752,20174,30211,1.84,,58.82,55.51,2595,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Monday, February 22, 2021",908273,635773,272474,67535,39671,1.99,,59.03,55.6,2536,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Tuesday, February 23, 2021",995195,718583,276586,86922,51901,2.18,,59.22,55.7,2485,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Wednesday, February 24, 2021",1088962,805888,283046,93767,61812,2.39,,59.22,55.7,2480,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Thursday, February 25, 2021",1168375,873869,294477,79413,64042,2.56,,59.41,55.82,2422,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Friday, February 26, 2021",1250025,944508,305488,81650,66011,2.74,,59.59,55.92,2359,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Saturday, February 27, 2021",1267903,960377,307497,17878,63906,2.78,,59.78,56.02,2332,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Argentina,ARG,"Sunday, February 28, 2021",1274023,966182,307812,6120,61898,2.79,,59.96,56.12,2321,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
