country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Singapore,SGP,"Monday, April 12, 2021",1944178,1230470,713708,45752,50877,35.65,,53.83,49.51,4158,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Tuesday, April 13, 2021",1986334,1248577,737757,42156,49397,36.42,,53.97,49.75,3867,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Wednesday, April 14, 2021",2026746,1268007,758739,40412,47587,37.16,,54.1,49.98,3636,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Thursday, April 15, 2021",2065687,1286096,779591,38941,45667,37.88,,54.24,50.21,3364,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Friday, April 16, 2021",2109168,1305680,803488,43481,43779,38.67,,54.29,50.3,3131,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Saturday, April 17, 2021",2147457,1321725,825732,38289,42084,39.38,,54.3,50.31,3074,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Sunday, April 18, 2021",2177726,1336294,841432,30269,39900,39.93,,54.39,50.48,2728,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Monday, April 19, 2021",2225272,1353041,872231,47546,40156,40.8,,54.49,50.68,2580,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Tuesday, April 20, 2021",2271342,1374606,896736,46070,40715,41.65,,54.62,50.85,2451,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Wednesday, April 21, 2021",2316618,1399380,917238,45276,41410,42.48,,54.73,51.03,2358,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Thursday, April 22, 2021",2360680,1423856,936824,44062,42142,43.29,,54.87,51.23,2292,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Friday, April 23, 2021",2406734,1448209,958525,46054,42509,44.13,,54.92,51.29,2257,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Saturday, April 24, 2021",2449940,1466649,983291,43206,43212,44.92,,54.92,51.3,2246,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Sunday, April 25, 2021",2488713,1486503,1002210,38773,44427,45.63,,55.03,51.46,2257,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Monday, April 26, 2021",2534656,1505546,1029110,45943,44198,46.48,,55.14,51.62,2200,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Tuesday, April 27, 2021",2581329,1526834,1054495,46673,44284,47.33,,55.26,51.79,2210,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Wednesday, April 28, 2021",2625451,1548979,1076472,44122,44119,48.14,,55.41,51.96,2228,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Thursday, April 29, 2021",2671259,1574981,1096278,45808,44368,48.98,,55.56,52.14,2230,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Friday, April 30, 2021",2718361,1598933,1119428,47102,44518,49.85,,55.63,52.2,2250,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Saturday, May 1, 2021",2755626,1622532,1133094,37265,43669,50.53,,55.63,52.2,2246,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Sunday, May 2, 2021",2792709,1642714,1149995,37083,43428,51.21,,55.74,52.36,2247,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Monday, May 3, 2021",2825868,1664008,1161860,33159,41602,51.82,,55.87,52.51,2251,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Tuesday, May 4, 2021",2859908,1686025,1173883,34040,39797,52.44,,56.02,52.68,2283,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Wednesday, May 5, 2021",2895154,1706913,1188241,35246,38529,53.09,,56.18,52.83,2275,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Thursday, May 6, 2021",2932595,1731151,1201444,37441,37334,53.77,,56.37,53.02,2338,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Friday, May 7, 2021",2971730,1753511,1218219,39135,36196,54.49,,56.46,53.08,2363,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Saturday, May 8, 2021",3006174,1771885,1234289,34444,35793,55.12,,56.46,53.08,2368,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Sunday, May 9, 2021",3037794,1789689,1248105,31620,35012,55.7,,56.6,53.22,2366,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Monday, May 10, 2021",3084641,1819125,1265516,46847,36968,56.56,,56.75,53.36,2383,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Tuesday, May 11, 2021",3132271,1845914,1286357,47630,38909,57.43,,56.93,53.52,2419,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Wednesday, May 12, 2021",3162463,1856632,1305831,30192,38187,57.99,,57.13,53.67,2473,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Thursday, May 13, 2021",3162769,1856827,1305942,306,32882,57.99,,57.36,53.85,2515,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Friday, May 14, 2021",3219055,1873277,1345778,56286,35332,59.03,,57.5,53.93,2603,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Saturday, May 15, 2021",3267193,1895316,1371877,48138,37288,59.91,,57.52,53.93,2620,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Sunday, May 16, 2021",3310582,1915228,1395354,43389,38970,60.7,,57.69,54.04,2626,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Monday, May 17, 2021",3350352,1931870,1418482,39770,37959,61.43,,57.86,54.15,2621,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Tuesday, May 18, 2021",3390767,1950309,1440458,40415,36928,62.17,,58.07,54.29,2609,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Wednesday, May 19, 2021",3430969,1968626,1462343,40202,38358,62.91,,58.28,54.42,2590,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Thursday, May 20, 2021",3477869,1992398,1485471,46900,45014,63.77,,58.53,54.57,2559,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Friday, May 21, 2021",3527048,2013502,1513546,49179,43999,64.67,,58.66,54.64,2546,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Saturday, May 22, 2021",3575157,2030319,1544838,48109,43995,65.56,,58.69,54.64,2558,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Sunday, May 23, 2021",3618503,2048191,1570312,43346,43989,66.35,,58.87,54.75,2566,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Monday, May 24, 2021",3666163,2075388,1590775,47660,45116,67.22,,59.05,54.87,2589,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Singapore,SGP,"Tuesday, May 25, 2021",3716975,2105155,1611820,50812,46601,68.16,,59.31,55.02,2672,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
